,0
4934,KMT2C
4935,KMT2D
4936,NDUFB10
4937,CYB5R3
4938,AGPS
4939,COX5A
4940,GBAS
4941,CYB5A
4942,COX5B
4943,MGST1
4944,UQCRB
4945,ANKRD34C
4946,ATP6V1B2
4947,COX7A2
4948,MYL12A
4949,NDUFS6
4950,PCCB
4951,TOMM40
4952,PARL
4953,HSP22
4954,NSP2AB
4955,BPIFB1
4956,TRIM21
4957,SIRT3
4958,YTHDC1
4959,SEC22A
4960,PSTPIP1
4961,ZNF660
4962,ZNF41
4963,FAM81B
4964,ZNF394
4965,RBMY1F
4966,ZSCAN30
4967,ZNF286A
4968,ZNF165
4969,GOLGA6L9
4970,NFKBIA
4971,RALB
4972,C2ORF78
4973,DENND3
4974,KIAA2018
4975,BAIAP3
4976,HIST2H3PS2
4977,ACAD9
4978,C21ORF33
4979,C6ORF203
4980,MCUR1
4981,CCDC90B
4982,FASTKD5
4983,MCU
4984,CCDC109B
4985,MDH2
4986,METTL15
4987,MTG2
4988,PMPCA
4989,PMPCB
4990,RMND1
4991,RPUSD3
4992,RPUSD4
4993,SLC25A51
4994,SURF1
4995,TMEM70
4996,TRUB2
4997,TSFM
4998,VWA8
4999,POLA1
5000,RNF208
5001,DNAJC15
5002,MYCBP
5003,MRPL44
5004,C14ORF169
5005,PHF14
5006,AARS2
5007,TRAP1
5008,B3GNT7
5009,GJB3
5010,CTSS
5011,CTSB
5012,LHX8
5013,PIGR
5014,SERPINB9
5015,ZHX1
5016,FAM96B
5017,GALNT2
5018,ATARCA
5019,CDK11A
5020,SLC30A4
5021,SAMD7
5022,COLGALT1
5023,ZBTB8OS
5024,PDZD2
5025,PRSS12
5026,NEIL3
5027,VPS16
5028,MRPL1
5029,PPP1R35
5030,NEDD1
5031,GNPNAT1
5032,ACTR1B
5033,SPATA1
5034,RSAD2
5035,BRIP1
5036,DONSON
5037,2310036O22RIK
5038,OIP5
5039,DZIP1
5040,FAM168B
5041,DZIP1L
5042,CCNL1
5043,C4ORF45
5044,KRTAP6-2
5045,HSPA1L
5046,FAM96A
5047,UQCRFS1
5048,FAM76A
5049,RNF149
5050,ICE2
5051,SYT6
5052,WIF1
5053,COMTD1
5054,KIAA1644
5055,MRPL42
5056,CRCP
5057,FAM133A
5058,TECTB
5059,MPPED1
5060,AATF
5061,RCD5
5062,CG14204
5063,CG18292
5064,CG32086
5065,BAP60
5066,CG11377
5067,CG32276
5068,ARHGDIA
5069,CEACAM5
5070,HDLBP
5071,RING1
5072,MBD1
5073,RYBP
5074,CID14
5075,AIR1
5076,UBE2U
5077,UBE2E1
5078,UBE2E3
5079,UBE2E2
5080,UBE2V2
5081,STAT6
5082,SPATA24
5083,ABCB1
5084,MORF4L2
5085,DOT1L
5086,BMI1A
5087,BMI1B
5088,MLLT3
5089,DCC
5090,CALYPSO
5091,MAPKAPK5
5092,ANXA7
5093,YY2
5094,NXT3
5095,CLAM
5096,ZMAT3
5097,TEA1
5098,PGP
5099,RPL12
5100,ADAR
5101,OTUD6A
5102,FBXW4
5103,FBXO46
5104,PAB2
5105,UPF2
5106,ABCF1
5107,EIF2B2
5108,EIF2B3
5109,LRRFIP1
5110,MAP2
5111,PSMD8
5112,RFC4
5113,RPL27
5114,EEF1E1
5115,CWF10
5116,PA2G4
5117,ERLIN2
5118,UBAC2
5119,L1TD1
5120,ABL1
5121,MAST3
5122,ZNF219
5123,RASSF8
5124,RBBP7
5125,ZNF317
5126,MIER2
5127,MBD3L1
5128,TXNL1
5129,RPL3L
5130,RPS11
5131,RPS12
5132,UBA52
5133,DSK1
5134,HNRNPH2
5135,MYEF2
5136,AKAP8
5137,CCDC9
5138,ATP7A
5139,FOXJ3
5140,MACROD1
5141,C3ORF17
5142,TSC22D2
5143,ANGPTL2
5144,WDYHV1
5145,MAGEB10
5146,KNOP1
5147,RHEB
5148,S6KII
5149,THOR
5150,LKB1
5151,HELZ
5152,BAALC
5153,MXD1
5154,C14ORF178
5155,CARS
5156,C3_02440C_A
5157,DIMT1
5158,IGFBP4
5159,CSNK1A1
5160,OXSM
5161,RPS5A
5162,RPS15AA
5163,RPS14A
5164,RPS19A
5165,RPLP2
5166,RPS14B
5167,RPS27A
5168,RPL40
5169,EF2
5170,STA
5171,RPL32
5172,WOR1
5173,KCMF1
5174,CTDSPL2
5175,GPC1
5176,DIS3
5177,RRP4
5178,HSD17B4
5179,PDHX
5180,RARS
5181,LRWD1
5182,DHODH
5183,TROVE2
5184,EEF1B2
5185,TTLL11
5186,GRIA4
5187,GABARAPL2
5188,TRAF1
5189,IP6K2
5190,MKLN1
5191,TMC6
5192,FAM46B
5193,ZMYND19
5194,ZBTB49
5195,MOS
5196,MRPL11
5197,RAB5A
5198,EVI5
5199,SEMA3D
5200,ZBED4
5201,ATP5O
5202,OTOL1
5203,FSBP
5204,LINC00173
5205,FDFT1
5206,PMEPA1
5207,DYSF
5208,SP140
5209,SEC62
5210,DNAJB7
5211,TFDP2
5212,LINC00152
5213,FXR2
5214,SNTB2
5215,CENPL
5216,CENPU
5217,NIP7
5218,CENPH
5219,TEX19
5220,MRPL10
5221,NOL10
5222,MRPL23
5223,MRPS7
5224,S100P
5225,DDX55
5226,FCF1
5227,NGDN
5228,THAP3
5229,EPB41L5
5230,MRPS34
5231,RPF1
5232,NOP10
5233,IMP3
5234,RRP9
5235,MRPS31
5236,GAR1
5237,KRT33B
5238,SRP68
5239,CDKN2AIP
5240,NUPL2
5241,ZNF485
5242,ZNF574
5243,NOA1
5244,MRPL51
5245,GTPBP10
5246,ZBTB24
5247,FBXL6
5248,TRIM71
5249,ELAVL4
5250,NUP214
5251,PPP1R3D
5252,TNPO2
5253,VDR
5254,HAUS8
5255,SLC26A8
5256,GTF2B
5257,RBM15B
5258,FOXP4
5259,DDX19A
5260,NXT2
5261,EIF2A
5262,DLG3
5263,HDAC9
5264,SP3
5265,STAU2
5266,KCTD5
5267,TP53BP2
5268,PPP1R3B
5269,PMF1
5270,LTBR
5271,LASP1
5272,PPP1R2P3
5273,GPSM2
5274,SAMD1
5275,CBR3
5276,SLC33A1
5277,SMC6
5278,SEH1L
5279,KIF20B
5280,AT4G04950
5281,ZWINT
5282,SH2D4A
5283,GKAP1
5284,PPP1R12A
5285,PPP1R14D
5286,CHRNA7
5287,NSFL1C
5288,RHBDF2
5289,NSUN2
5290,TRAIP
5291,GPBP1
5292,ZNF343
5293,ZNF629
5294,BLMH
5295,BACH2
5296,BECN1
5297,AUNIP
5298,ECSIT
5299,THAP1
5300,TBC1D14
5301,MTUS2
5302,KATNBL1
5303,PRPH
5304,SYCP3
5305,SLAIN1
5306,FTO
5307,CCDC120
5308,HMBOX1
5309,BIN3
5310,SH3GLB2
5311,CAMK2G
5312,PIH1D2
5313,TEX9
5314,SPATC1L
5315,C5ORF45
5316,C14ORF180
5317,LAMTOR5
5318,LAMP3
5319,APBA1
5320,MADD
5321,SPANXN2
5322,STK36
5323,EIF1AD
5324,FAXC
5325,GRXCR1
5326,LIMK1
5327,TAX1BP3
5328,RIOK3
5329,GORASP1
5330,NDUFAF2
5331,TJP2
5332,NUDCD1
5333,CTF1
5334,SPINT2
5335,EFNB2
5336,SCGN
5337,VSIG2
5338,CA14
5339,CD68
5340,PNKD
5341,CEP104
5342,CEP162
5343,CEP120
5344,CEP152
5345,CEP63
5346,RPGRIP1
5347,TUBA1C
5348,HNRNPA1L2
5349,CHST15
5350,2510003E04RIK
5351,COQ9
5352,C15ORF48
5353,NDUFA4
5354,PTPMT1
5355,EYA2
5356,TEX28
5357,CCDC89
5358,EPHA1
5359,CBLN4
5360,SIGLECL1
5361,CLMP
5362,FCGRT
5363,TMEM206
5364,PTPRN
5365,KALRN
5366,HCN1
5367,MAGEA11
5368,ASNA1
5369,BOD1L1
5370,CAMLG
5371,ERH
5372,AMHR2
5373,ACY1
5374,ACVRL1
5375,ARHGEF2
5376,HRAS
5377,MRM1
5378,TRMT61B
5379,NRAS
5380,C19ORF60
5381,ZNF76
5382,CBFA2T2
5383,SPG21
5384,DNTTIP1
5385,CYB5B
5386,CAMTA2
5387,TMEM97
5388,APOA4
5389,DLGAP3
5390,PCBD2
5391,GCSH
5392,C1ORF216
5393,XRCC4
5394,CCDC24
5395,RUSC1
5396,NOSTRIN
5397,BOLA3
5398,KIF27
5399,BFSP2
5400,CCDC185
5401,GADD45GIP1
5402,DPYSL2
5403,LZTS2
5404,SDCCAG3
5405,AUH
5406,C12ORF65
5407,C8ORF82
5408,FASTKD2
5409,GFM1
5410,GFM2
5411,HINT2
5412,MRPS26
5413,MTERF3
5414,MTIF2
5415,MTIF3
5416,MTRF1
5417,MTRF1L
5418,OTC
5419,SSBP1
5420,TBRG4
5421,TFAM
5422,CLPP
5423,DNAJC19
5424,CAMSAP2
5425,CTNNA1
5426,CXADR
5427,KRT18
5428,MAPRE3
5429,OCLN
5430,STIL
5431,SYNE3
5432,TMOD1
5433,TRIM36
5434,EFNB1
5435,NDUFV3
5436,NPTN
5437,TACSTD2
5438,DPH6
5439,CD40
5440,TMED7
5441,PDPN
5442,BFSP1
5443,SEMA4C
5444,TNFSF12
5445,NUP62CL
5446,C3ORF18
5447,C19ORF38
5448,EFNA4
5449,GSX1
5450,BTNL9
5451,DHX34
5452,KIR2DL4
5453,PBXIP1
5454,GYPA
5455,TMED5
5456,SPN
5457,IRF5
5458,RHOBTB2
5459,BCL2
5460,CDC42EP2
5461,CDC42EP3
5462,GTF2I
5463,PFDN5
5464,ZBTB17
5465,NFYB
5466,TP73
5467,MNT
5468,FANCL
5469,PIM1
5470,DCLRE1B
5471,DMAP1
5472,TRIP12
5473,AGO3
5474,PIN1-A
5475,TFAP2C
5476,USP28
5477,PHF5A
5478,SEPT11
5479,DHX36
5480,ELF3
5481,GPX2
5482,ENAH
5483,DCP2
5484,NOTCH3
5485,ESRP1
5486,MCA1
5487,CDC10
5488,RBBP8
5489,FOXR1
5490,FOXR2
5491,P2RY8
5492,SEPT6
5493,ALDH3A2
5494,ESF1
5495,UBE2T
5496,EPHA2
5497,JRKL
5498,ITGB3BP
5499,XRCC1
5500,SKP1A
5501,FOXO6
5502,EYA1
5503,KCTD2
5504,LPAR4
5505,SCYL2
5506,SH3GLB1
5507,CDK5
5508,FANCA
5509,HELQ
5510,FOXF1
5511,GGN
5512,SPTA1
5513,CCND2
5514,MCM9
5515,OAZ2
5516,LRCH3
5517,DYNC1I1
5518,DYNC1LI1
5519,BICD2
5520,HGF
5521,KDELR2
5522,RASSF1
5523,CBLC
5524,GRM1
5525,PIK3CA
5526,SOX3
5527,SOX4
5528,ITGAM
5529,ZFAND4
5530,SMCHD1
5531,MAP3K9
5532,RET
5533,FAM35A
5534,ARHGAP26
5535,ARHGAP39
5536,NGEF
5537,SOS2
5538,IFNL3
5539,KLF2
5540,RAB35
5541,STX7
5542,ZFPL1
5543,TRIB3
5544,VIPR2
5545,GPR17
5546,FAM65C
5547,P2RY10
5548,OPRM1
5549,FAM174A
5550,TNFSF14
5551,VIPR1
5552,CMTM8
5553,TMEM9
5554,P2RY2
5555,HLA-DQB1
5556,S1PR1
5557,MGARP
5558,AQP3
5559,CMKLR1
5560,LPPR2
5561,UPK2
5562,GZMH
5563,MFSD4
5564,PROKR1
5565,GPR84
5566,DRD2
5567,S1PR4
5568,F2RL1
5569,APLNR
5570,HLA-C
5571,GPR182
5572,GPR45
5573,FPR1
5574,GPR55
5575,TMPRSS11B
5576,TTF2
5577,FTZ-F1
5578,ZFP275
5579,KIAA0907
5580,DOK1
5581,UQCC3
5582,ORC5
5583,CLN5
5584,NMNAT1
5585,DDX47
5586,NECAP1
5587,PGAM1
5588,PSPH
5589,RTNL1
5590,GAK
5591,GTSE1
5592,SACM1L
5593,PPP2CA
5594,CD44
5595,BX
5596,RAS85D
5597,SPZ
5598,DL
5599,MS4A4A
5600,SSBP3
5601,ABCC6
5602,ANO7
5603,RAD50
5604,TTN
5605,SUPT5H
5606,DUX4L9
5607,TRR
5608,KIS
5609,SIRT2
5610,OXSR1
5611,MYADM
5612,S100A6
5613,SLC31A1
5614,LHX6
5615,ZNF10
5616,CG11656
5617,NNF1A
5618,TNFRSF10D
5619,ZNF74
5620,ZNF197
5621,SERTAD2
5622,CDCA4
5623,ZNF350
5624,ZFP354A
5625,NR0B1
5626,PARP2
5627,WAS
5628,ZNF496
5629,ZNF274
5630,MIS12
5631,MAGEA2
5632,MAGEA2B
5633,MAGEC2
5634,MAGEE1
5635,NDNL2
5636,ZFP57
5637,VEZF1
5638,IRF1
5639,SNCAIP
5640,FES
5641,ZNF256
5642,ZNF382
5643,BBLF2-BBLF3
5644,ZNF140
5645,ZNF133
5646,MIRO
5647,MILT
5648,KHC
5649,RHOT1
5650,TOMM20
5651,PARK
5652,S6K
5653,EIF-4E
5654,ATG1
5655,ATG13
5656,ATG18A
5657,TOR
5658,CAT
5659,SOD
5660,GSTS1
5661,DRP1
5662,CCT8
5663,ZFP53
5664,ZFP68
5665,ZNF354A
5666,L3MBTL2
5667,TER94
5668,PIK3C3
5669,AEBP2
5670,ANKEF1
5671,C17ORF97
5672,DIP2A
5673,GNA14
5674,HIST1H2BJ
5675,NHP2
5676,PSMC1
5677,RSPO2
5678,SLFN12
5679,STAC3
5680,TAF1A
5681,ZNF451
5682,CRMP1
5683,CYHR1
5684,PAWR
5685,SEC24A
5686,VPS26A
5687,XPO7
5688,POLR2E
5689,WRNIP1
5690,CRLS1
5691,ZFP819
5692,ARL6IP4
5693,ZNF621
5694,ZNF333
5695,ZNF114
5696,ZNF829
5697,ZNF19
5698,AP3B1
5699,HSH2D
5700,SOCS4
5701,APPL2
5702,TACC1
5703,KRBOX4
5704,CASC5
5705,SET
5706,ZMIZ1
5707,CCNB1
5708,CDC14B
5709,ZNF747
5710,ZNF354C
5711,ZNF254
5712,ZIM2
5713,ZNF785
5714,ZNF324B
5715,ZNF517
5716,ZNF264
5717,ZNF416
5718,RHO-7
5719,CHAF1B
5720,TFDP1
5721,ZNF518A
5722,ZNF211
5723,ZNF462
5724,CG6455
5725,TWIST1
5726,BCL2A1
5727,TRIM17
5728,BMP7
5729,GAD1
5730,GAD2
5731,TNK2
5732,FKBP5
5733,ERLIN1
5734,ZNF304
5735,UCK1
5736,SYX17
5737,NEAT1
5738,AKT3
5739,KCTD21
5740,UBAP2L
5741,SRP9
5742,ZNF514
5743,NDUFA5
5744,LINC00624
5745,ZNF684
5746,ZNF284
5747,RP9
5748,ZNF484
5749,CDKL1
5750,ZNF26
5751,ZNF776
5752,ZNF584
5753,ZNF81
5754,ZNF718
5755,ZNF554
5756,ZNF248
5757,ZNF773
5758,ZNF726
5759,ZNF17
5760,ZNF287
5761,ZNF44
5762,ADCY9
5763,ZFP748
5764,BCL6
5765,PEP4
5766,CRP1
5767,AKL1
5768,YCK1
5769,TFS1
5770,HRD3
5771,DER1
5772,HRD1
5773,YOS9
5774,RTCA
5775,SETDB1
5776,RAD9
5777,SRP101
5778,JARID2
5779,MTF2
5780,PHO85
5781,RARG
5782,NRD1
5783,SGOL2
5784,KIF4
5785,PDI1
5786,CDK19
5787,ENV7
5788,CLIP4
5789,PUF3
5790,SAF1
5791,SIS1
5792,KIFC3
5793,MAGEA12
5794,JAKMIP2
5795,THUMPD1
5796,IFI30
5797,GTPBP1
5798,DLG5
5799,CFT1
5800,TIF34
5801,YHR177W
5802,BAT2
5803,TCB3
5804,REB1
5805,RPC53
5806,ARH1
5807,RPP1
5808,UTP25
5809,ARP3
5810,YKT6
5811,DBP2
5812,RPC31
5813,MYO2
5814,JIP5
5815,YDR042C
5816,YEF1
5817,VBA5
5818,PET309
5819,RRG9
5820,GLP1R
5821,ZNF512
5822,RPL30
5823,C9ORF3
5824,FGF3
5825,BFR1
5826,MPT5
5827,A430105I19RIK
5828,USP3
5829,TRIP13
5830,CINP
5831,MAT2A
5832,PKIA
5833,SPTAN1
5834,FOLH1
5835,DOCK3
5836,EPSTI1
5837,MN1
5838,JAZF1
5839,THRSP
5840,SURF2
5841,RPL23AP32
5842,RPL27A
5843,PPP1R13L
5844,RPS27L
5845,RPL34
5846,PROX1
5847,POLE2
5848,RGS10
5849,SS18L1
5850,SUFU
5851,ING5
5852,MEF2A
5853,HAND2
5854,GPS2
5855,MAML1
5856,GATA6
5857,BCL3
5858,LEF1
5859,MEF2C
5860,PPARA
5861,SHH
5862,GLI3
5863,USF1
5864,UBE2L3
5865,ANAPC7
5866,CDC16
5867,ATF4
5868,TBX21
5869,TLE6
5870,PLAGL1
5871,CALCOCO1
5872,JUND
5873,ATXN7
5874,SRCAP
5875,SRY
5876,PRDM2
5877,FOSL1
5878,NUTM1
5879,UBQ3
5880,CRTC2
5881,CSN5A
5882,POU3F2
5883,CXCL8
5884,NFYA
5885,TRP53
5886,MAP9
5887,KLF11
5888,ZNF148
5889,PSMD9
5890,BCL11B
5891,SPI1
5892,LOC255308
5893,NOLC1
5894,NABP2
5895,VIRF-1
5896,CBX8
5897,RARB
5898,TCL1A
5899,LRSAM1
5900,RNF166
5901,TRIM31
5902,RNF32
5903,TRIM65
5904,TRIM34
5905,CFH
5906,DECR2
5907,ARSF
5908,C1R
5909,CNOT4
5910,ATF5
5911,ACSM5
5912,AT1G75060
5913,AT1G19330
5914,DYRK1B
5915,ANKRD11
5916,KIF1A
5917,NDE1
5918,PRDM6
5919,BANP
5920,ERCC1
5921,PEX5
5922,TFAP2A
5923,BRMS1
5924,PPP1R13B
5925,GATA5
5926,SPIB
5927,ZFPM2
5928,NEIL2
5929,E2F5
5930,TSHR
5931,PSMG2
5932,BCAT1
5933,PSMB9
5934,C3ORF62
5935,RERE
5936,AUTS2
5937,FGFR1OP
5938,RNASEH2B
5939,SDC1
5940,PSMD10
5941,NR3C2
5942,HES4
5943,GCKR
5944,ITGAV
5945,MKL1
5946,PPM1A
5947,PPM1E
5948,CTGF
5949,C6ORF141
5950,LOXL2
5951,DUSP22
5952,CCDC102B
5953,CELA3A
5954,XRCC5
5955,ALKBH4
5956,ANAPC13
5957,LTN1
5958,PSMD1
5959,NPTX1
5960,GRAP2
5961,ZNF688
5962,SIAH2
5963,KDM6B
5964,TRIM56
5965,POLI
5966,DCAF4
5967,NSP3AB
5968,UFD1L
5969,FAM214B
5970,IGF1
5971,DEF6
5972,VPS9D1
5973,YPEL3
5974,NDUFB7
5975,RSPO4
5976,HSF4
5977,NME4
5978,FAM173A
5979,OBFC1
5980,FAM208B
5981,RASD1
5982,POMC
5983,EFEMP1
5984,BLZF1
5985,AVPI1
5986,SORBS3
5987,PKN1
5988,SLPI
5989,MIF4GD
5990,ZNF835
5991,USHBP1
5992,KRT34
5993,ZNF414
5994,UQCC2
5995,MORN3
5996,CCDC33
5997,ADAMTSL4
5998,TXNDC11
5999,RIBC1
6000,GOLGA6A
6001,C21ORF58
6002,PTH1R
6003,IKZF3
6004,PRR35
6005,ACOT11
6006,PRKAA2
6007,C10ORF82
6008,RBPMS2
6009,MGAT5B
6010,BATF2
6011,KRT86
6012,KRT75
6013,MYOZ2
6014,TSGA10IP
6015,KLHL38
6016,WDR25
6017,ODF3B
6018,TPRX1
6019,AT2G41710
6020,SH3BP1
6021,RSP35
6022,ATRSP41
6023,AT4G39680
6024,NFE2L2
6025,USP24
6026,ZBTB5
6027,HINT3
6028,HOXB8
6029,PRKY
6030,MSI1
6031,RAP1GAP
6032,MIA2
6033,NMNAT2
6034,CNOT3
6035,C3ORF52
6036,CYP2C8
6037,ANKRD39
6038,TSPAN31
6039,HOXA7
6040,SSSCA1
6041,CIB2
6042,ZNF444
6043,DNAI2
6044,ZNF252P-AS1
6045,CBWD2
6046,NT5C
6047,ZNF784
6048,E2F4
6049,RPRD1B
6050,ETV5
6051,CRP
6052,NR4A2
6053,HES1
6054,LRP1
6055,SHBG
6056,GNAI2
6057,MRPS36
6058,BTK
6059,IFIT1
6060,IFIT2
6061,IFIT3
6062,BCL10
6063,GAS7
6064,ASB12
6065,TRAF3IP2
6066,ORC6
6067,TRAF5
6068,PGK1
6069,KIF11
6070,SPRED2
6071,SMARCC2
6072,CCDC59
6073,HIP1R
6074,STRBP
6075,YLPM1
6076,RPL5
6077,RAD51D
6078,CAPRIN1
6079,PFKL
6080,MTHFS
6081,UTP20
6082,ARHGAP35
6083,ARHGAP9
6084,INPP5B
6085,PLEKHG7
6086,SRGAP1
6087,NGRN
6088,PFN2
6089,PPIL4
6090,NELFA
6091,FABP5
6092,CMBL
6093,ARID3A
6094,ARG1
6095,ERGIC2
6096,PRKRIR
6097,ERAL1
6098,TNPO3
6099,EEF1G
6100,ABCF3
6101,L1CAM
6102,PAFAH1B2
6103,SGSM2
6104,ABCD4
6105,PLD1
6106,DDX28
6107,CSF2
6108,PCBD1
6109,C14ORF166
6110,YBX3
6111,EDC4
6112,FKBP3
6113,ZFR2
6114,CEP170
6115,SGTB
6116,INSL6
6117,RBM3
6118,EIF2AK3
6119,WDR60
6120,ATP6V1G1
6121,CCNK
6122,CENPK
6123,GNL3L
6124,LIAS
6125,MASTL
6126,PTTG1
6127,QARS
6128,RPL36A
6129,TRIM44
6130,E2F2
6131,SBF1
6132,ATXN2
6133,BZW1
6134,2700060E02RIK
6135,EPRS
6136,HNRNPAB
6137,PABPN1
6138,TNFSF10
6139,ZMYND12
6140,E2F7
6141,E2F8
6142,BCAT2
6143,FAS
6144,FITM2
6145,FAM110D
6146,OSTN
6147,MRPS15
6148,MRPS27
6149,GOLGA7
6150,MRPL28
6151,DKC1
6152,MRPS9
6153,MALSU1
6154,MRPS23
6155,MRPL13
6156,MRPL18
6157,CPSF4
6158,PDAP1
6159,CPEB1
6160,RPRM
6161,AMER1
6162,PRLR
6163,GLI2
6164,NR5A2
6165,RCAN1
6166,DHX30
6167,DHX16
6168,SPAC1952.06C
6169,SPBC713.07C
6170,SPC19
6171,DAD1
6172,HST2
6173,ARP42
6174,CORO1A
6175,GHR
6176,R3HCC1L
6177,PHF6
6178,SGK2
6179,TSC22D4
6180,SPANXN3
6181,ZBTB46
6182,WDR11
6183,XPOT
6184,PLK4
6185,PRMT6
6186,NFKBIB
6187,LSP1
6188,SH3BP5L
6189,GPR161
6190,IL17RD
6191,FOXN3
6192,SPATA20
6193,APBA2
6194,GSK3
6195,AMK2
6196,TBC1D7
6197,BTN1
6198,WIPI2
6199,EIF2S3X
6200,SRA1
6201,LSM8
6202,DPH2
6203,ERBB2
6204,AGTR1
6205,MARCH3
6206,EGFLAM
6207,IFNLR1
6208,ZBTB34
6209,C1ORF210
6210,RAPGEF1
6211,PALLD
6212,FAM212A
6213,PHTF2
6214,STARD8
6215,GPT2
6216,UBL5
6217,TBC1D9B
6218,CEP85L
6219,YLR224W
6220,CACTIN
6221,ZNF436
6222,TRIM50
6223,ZNF837
6224,ZSCAN21
6225,ZNF558
6226,ASPSCR1
6227,ZNF768
6228,ZNF440
6229,GTPBP2
6230,PRM1
6231,FGFRL1
6232,YTHDF1
6233,RBM6
6234,MRPS21
6235,TOMM34
6236,RNF19A
6237,ITGB1
6238,ANKZF1
6239,TOM1L1
6240,PTCRA
6241,B2M
6242,DNAJC10
6243,DNAJB9
6244,EEA1
6245,TXNDC5
6246,PCDHA2
6247,ZNF326
6248,KRT3
6249,UTP14A
6250,SURF4
6251,FTSJ3
6252,TPBG
6253,NOP2
6254,VTN
6255,TXN2
6256,HSPE1
6257,TNKS1BP1
6258,SLC3A2
6259,PRKAG1
6260,NMD3
6261,ARPC2
6262,GGA1
6263,GGA2
6264,ACTN1
6265,ADD1
6266,ALS2
6267,ANKHD1
6268,ANXA5
6269,AP2A2
6270,BZW2
6271,BID
6272,BAIAP2L1
6273,BRAT1
6274,ARFGEF2
6275,CAB39
6276,PRKAR2A
6277,CAAP1
6278,CASP7
6279,COMT
6280,CNOT10
6281,CNOT2
6282,CNOT8
6283,CDC42EP1
6284,RQCD1
6285,ADCK3
6286,CLASP1
6287,CCDC132
6288,CCDC134
6289,COMMD6
6290,DYNC1I2
6291,APPL1
6292,DOCK7
6293,ALDH18A1
6294,DSP
6295,LRIG1
6296,POLR2B
6297,POLR3C
6298,RPN1
6299,TTK
6300,DUSP9
6301,DNM3
6302,UBR4
6303,FERMT2
6304,FHOD1
6305,FKBP15
6306,GTF3C1
6307,GTF3C3
6308,GTF3C5
6309,GOLPH3L
6310,GET4
6311,HS1BP3
6312,HEATR1
6313,HSBP1
6314,HSP90B2P
6315,KIAA1279
6316,LMNB2
6317,KIAA1468
6318,KDM3B
6319,MAP7D3
6320,NBEA
6321,NCDN
6322,DDIAS
6323,NFKB2
6324,NUP205
6325,NUP62
6326,NUPL1
6327,NME2
6328,PIK3C2B
6329,PLEC
6330,PDCD10
6331,PDCD4
6332,DIAPH3
6333,TPM3P4
6334,PDXDC1
6335,RABGAP1
6336,RAB3GAP1
6337,RAB3GAP2
6338,RSU1
6339,RAB10
6340,RAB11B
6341,RAB14
6342,RFC3
6343,RFC5
6344,ARHGAP17
6345,RNF126
6346,RRP12
6347,SCFD1
6348,ESPL1
6349,ICK
6350,PKN2
6351,ULK3
6352,WNK1
6353,SPAST
6354,SMARCC1
6355,TBC1D10B
6356,CCT4
6357,CCT6A
6358,TELO2
6359,RIF1
6360,TTC4
6361,TMEM33
6362,PTPN9
6363,UBA5
6364,VPS53
6365,SEC22B
6366,VIL1
6367,WDR43
6368,ZFR
6369,TTC14
6370,UBE4A
6371,GPC5
6372,WBSCR22
6373,ACO1
6374,GINS3
6375,GINS4
6376,PFAS
6377,PPP1R2
6378,OTU1
6379,HLA-A
6380,BRSK2
6381,ANKLE2
6382,RPL24
6383,F7
6384,FAM104A
6385,GLB1
6386,GRIN2D
6387,H2AFV
6388,NUP54
6389,PHKG2
6390,PPFIBP1
6391,PPP3CA
6392,PSMC4
6393,RPS25
6394,SUPT6H
6395,TIMM44
6396,TMPRSS13
6397,TPD52L2
6398,GPATCH8
6399,RBM22
6400,AQR
6401,GPALPP1
6402,LARP1
6403,CASC3
6404,NKTR
6405,SRSF8
6406,SPTY2D1
6407,SRSF12
6408,ABCC3
6409,ISYNA1
6410,NSF
6411,PTGES3
6412,RCN1
6413,STIP1
6414,TUBB2B
6415,TUBB3
6416,ACADVL
6417,AHCTF1
6418,ASCC3
6419,CEBPZ
6420,EXOSC10
6421,PAEP
6422,GTPBP4
6423,H1F0
6424,HELZ2
6425,LAS1L
6426,LRRFIP2
6427,LZTR1
6428,NAT10
6429,NOL11
6430,NOL6
6431,NVL
6432,OSBPL8
6433,PAF1
6434,POM121C
6435,PRRC2A
6436,PWP1
6437,SMARCA1
6438,SNX6
6439,SPATS2L
6440,SUN1
6441,TBL3
6442,TJP1
6443,UTP6
6444,AAAS
6445,BRIX1
6446,CCDC86
6447,CIRH1A
6448,DBP
6449,DDX51
6450,DDX52
6451,DDX60L
6452,DYNLL1
6453,EIF3K
6454,EXOSC6
6455,FGF2
6456,GSDMA
6457,IMP4
6458,IPO7
6459,LEMD2
6460,MCM3AP
6461,MPHOSPH10
6462,NDC1
6463,NKRF
6464,NLE1
6465,NOC4L
6466,NUP37
6467,NUP93
6468,PPHLN1
6469,PTPLAD1
6470,PWP2
6471,RCL1
6472,RGPD8
6473,RNF213
6474,RPF2
6475,RSL24D1
6476,SYNE1
6477,TMEM43
6478,URB1
6479,UTP18
6480,WDR3
6481,WDR75
6482,TLDC1
6483,SPATS2
6484,ZCCHC3
6485,RGPD3
6486,TMEM209
6487,BMS1
6488,CENPB
6489,CENPV
6490,DDX10
6491,DHX33
6492,EMG1
6493,EXOSC3
6494,EXOSC7
6495,FAM208A
6496,INCENP
6497,NEMF
6498,NOC3L
6499,NOL9
6500,PAK1IP1
6501,PCID2
6502,POP4
6503,RRP1
6504,SSFA2
6505,TOP2B
6506,TSR1
6507,UACA
6508,UBTF
6509,URB2
