,InteractorA,InteractorB
2631626,HIST1H4A,TRA2A
2631627,HIST1H4A,RPL35A
2631629,HIST1H4A,FBXO11
2631630,HIST1H4A,GLYR1
2631631,HIST1H4A,SRSF6
2631632,HIST1H4A,CDC6
2631633,HIST1H4A,CPT1A
2631634,HIST1H4A,RFWD3
2631635,HIST1H4A,TAF9B
2631636,HIST1H4A,CD3EAP
2631637,HIST1H4A,SUPT20H
2631638,HIST1H4A,BACH1
2631639,HIST1H4A,PHF2
2631640,HIST1H4A,CEP290
2631641,HIST1H4A,HIST1H2BH
2631642,HIST1H4A,PABPN1
2631643,HIST1H4A,ZZZ3
2631644,HIST1H4A,EXOSC2
2631645,HIST1H4A,SON
2631647,HIST1H4A,CBLL1
2631649,HIST1H4A,CACTIN
2631650,HIST1H4A,TOP1
2631654,HIST1H4A,AHDC1
2631656,HIST1H4A,QSER1
2631657,HIST1H4A,ARGLU1
2631660,HIST1H4A,PAXBP1
2631661,HIST1H4A,DDX42
2631662,HIST1H4A,JADE3
2631663,HIST1H4A,AURKA
2631665,HIST1H4A,ATF1
2631666,HIST1H4A,ARID4B
2631667,HIST1H4A,CTR9
2631668,HIST1H4A,SQRDL
2631669,HIST1H4A,EEF1E1
2631670,HIST1H4A,HNRNPH1
2631672,HIST1H4A,CCDC101
2631674,HIST1H4A,SRSF9
2631675,HIST1H4A,RPS12
2631677,HIST1H4A,ING4
2631678,HIST1H4A,CDCA5
2631679,HIST1H4A,GPATCH1
2631680,HIST1H4A,CDYL
2631681,HIST1H4A,CLOCK
2631682,HIST1H4A,SLTM
2631683,HIST1H4A,POLR2A
2631684,HIST1H4A,TADA3
2631685,HIST1H4A,URB1
2631686,HIST1H4A,ZBTB17
2631687,HIST1H4A,BANF1
2631688,HIST1H4A,TAF7
2631689,HIST1H4A,KARS
2631690,HIST1H4A,MED9
2631691,HIST1H4A,RPS18
2631692,HIST1H4A,L3MBTL3
2631693,HIST1H4A,SLC25A5
2631694,HIST1H4A,SNRNP40
2631695,HIST1H4A,FKBP11
2631696,HIST1H4A,HSPA5
2631697,HIST1H4A,ATP5J
2631698,HIST1H4A,CDKAL1
2631699,HIST1H4A,GPS2
2631701,HIST1H4A,HNRNPH2
2631702,HIST1H4A,CPSF1
2631703,HIST1H4A,XRN2
2631705,HIST1H4A,YEATS2
2631707,HIST1H4A,ZNF668
2631708,HIST1H4A,YEATS4
2631709,HIST1H4A,EME1
2631710,HIST1H4A,ATP5A1
2631711,HIST1H4A,RPS14
2631712,HIST1H4A,RBBP6
2631713,HIST1H4A,DCLRE1B
2631715,HIST1H4A,PTBP1
2631717,HIST1H4A,RBPJ
2631718,HIST1H4A,MORF4L2
2631719,HIST1H4A,RBM25
2631720,HIST1H4A,JMJD1C
2631722,HIST1H4A,ZNF106
2631723,HIST1H4A,ZC3H14
2631724,HIST1H4A,RPL36A
2631725,HIST1H4A,LSM5
2631726,HIST1H4A,WDR89
2631727,HIST1H4A,HOXC10
2631728,HIST1H4A,RPL35
2631729,HIST1H4A,RBM7
2631730,HIST1H4A,CEBPG
2631731,HIST1H4A,SPTY2D1
2631732,HIST1H4A,MAGOHB
2631735,HIST1H4A,SRRT
2631736,HIST1H4A,LRIF1
2631737,HIST1H4A,DST
2631738,HIST1H4A,AP2A1
2631739,HIST1H4A,HSPA1B
2631740,HIST1H4A,ZNF609
2631741,HIST1H4A,BAZ1B
2631742,HIST1H4A,SFSWAP
2631744,HIST1H4A,CHERP
2631745,HIST1H4A,SNRPE
2631746,HIST1H4A,ZCCHC8
2631747,HIST1H4A,HMGN5
2631748,HIST1H4A,C19ORF40
2631750,HIST1H4A,TTF1
2631751,HIST1H4A,SRPR
2631752,HIST1H4A,RPL26
2631753,HIST1H4A,SRSF4
2631754,HIST1H4A,SDCBP
2631755,HIST1H4A,ATP5H
2631756,HIST1H4A,RPN2
2631757,HIST1H4A,RPLP2
2631759,HIST1H4A,RPS6
2631760,HIST1H4A,RPL27
2631762,HIST1H4A,CHTOP
2631763,HIST1H4A,VAPA
2631764,HIST1H4A,SF3A1
2631766,HIST1H4A,THOC7
2631767,HIST1H4A,SNRPB2
2631769,HIST1H4A,LYAR
2631770,HIST1H4A,TFCP2
2631771,HIST1H4A,PCGF1
2631772,HIST1H4A,BCOR
2631773,HIST1H4A,CDK13
2631774,HIST1H4A,EXOSC10
2631775,HIST1H4A,CHD2
2631776,HIST1H4A,SRPRB
2631777,HIST1H4A,CD2BP2
2631778,HIST1H4A,SUPT6H
2631781,HIST1H4A,DHX38
2631782,HIST1H4A,POLR2H
2631783,HIST1H4A,AKAP8
2631784,HIST1H4A,RPLP1
2631786,HIST1H4A,RNF40
2631787,HIST1H4A,CTDSPL2
2631788,HIST1H4A,HNRNPR
2631789,HIST1H4A,ZNF276
2631790,HIST1H4A,NOM1
2631791,HIST1H4A,NAT10
2631792,HIST1H4A,PRDM11
2631793,HIST1H4A,RUNX1
2631794,HIST1H4A,TARDBP
2631795,HIST1H4A,RYBP
2631796,HIST1H4A,ZFX
2631797,HIST1H4A,TIGD2
2631798,HIST1H4A,NUP43
2631799,HIST1H4A,RPL7L1
2631800,HIST1H4A,ATF3
2631801,HIST1H4A,KIF22
2631802,HIST1H4A,ISY1
2631804,HIST1H4A,SUDS3
2631805,HIST1H4A,DPM1
2631807,HIST1H4A,RPL21
2631808,HIST1H4A,SRSF1
2631809,HIST1H4A,POLR2K
2631810,HIST1H4A,DDX39B
2631811,HIST1H4A,SNW1
2631812,HIST1H4A,HNRNPA1
2631814,HIST1H4A,MED29
2631816,HIST1H4A,NCBP2-AS2
2631817,HIST1H4A,CEBPA
2631819,HIST1H4A,RMI2
2631820,HIST1H4A,SF3B2
2631822,HIST1H4A,TCF7L2
2631823,HIST1H4A,ING5
2631824,HIST1H4A,SMU1
2631825,HIST1H4A,RBMX
2631826,HIST1H4A,TEAD1
2631827,HIST1H4A,MED10
2631828,HIST1H4A,SUB1
2631829,HIST1H4A,MAP7
2631831,HIST1H4A,C19ORF53
2631833,HIST1H4A,ING2
2631834,HIST1H4A,SAP18
2631835,HIST1H4A,ADAR
2631836,HIST1H4A,CPSF3
2631837,HIST1H4A,GPATCH8
2631838,HIST1H4A,DDX23
2631839,HIST1H4A,LSM6
2631840,HIST1H4A,TAF4
2631841,HIST1H4A,TICRR
2631842,HIST1H4A,HNRNPK
2631843,HIST1H4A,SART1
2631844,HIST1H4A,MISP
2631845,HIST1H4A,RBM8A
2631846,HIST1H4A,MUS81
2631847,HIST1H4A,SAMD1
2631848,HIST1H4A,FHL2
2631849,HIST1H4A,HIGD1A
2631850,HIST1H4A,CENPF
2631852,HIST1H4A,SF3B5
2631853,HIST1H4A,MFAP1
2631854,HIST1H4A,MEAF6
2631856,HIST1H4A,LSM4
2631857,HIST1H4A,MYL6
2631859,HIST1H4A,DDX46
2631860,HIST1H4A,SNRNP27
2631861,HIST1H4A,FAM207A
2631862,HIST1H4A,NOL8
2631865,HIST1H4A,ACTG1
2631866,HIST1H4A,DMAP1
2631867,HIST1H4A,VAMP5
2631868,HIST1H4A,GNL3
2631869,HIST1H4A,PHF5A
2631870,HIST1H4A,RBM5
2631872,HIST1H4A,WDR75
2631873,HIST1H4A,CEBPB
2631874,HIST1H4A,NUP93
2631875,HIST1H4A,AATF
2631876,HIST1H4A,SAP130
2631877,HIST1H4A,RBM15
2631878,HIST1H4A,TOX4
2631879,HIST1H4A,NOP9
2631881,HIST1H4A,EXOSC6
2631883,HIST1H4A,TTF2
2631884,HIST1H4A,TAF5L
2631885,HIST1H4A,CDC27
2631887,HIST1H4A,ATP5D
2631889,HIST1H4A,PHF21A
2631890,HIST1H4A,LDLR
2631893,HIST1H4A,CPSF4
2631894,HIST1H4A,FOS
2631895,HIST1H4A,MBD4
2631896,HIST1H4A,RBMX2
2631897,HIST1H4A,HNRNPF
2631898,HIST1H4A,RRP9
2631899,HIST1H4A,HSPA6
2631900,HIST1H4A,ZC3H18
2631901,HIST1H4A,RPL18A
2631902,HIST1H4A,FTSJ3
2631904,HIST1H4A,MPG
2631905,HIST1H4A,RING1
2631906,HIST1H4A,SRP14
2631907,HIST1H4A,ZNF326
2631908,HIST1H4A,EIF4G2
2631909,HIST1H4A,FOSL2
2631910,HIST1H4A,MYPOP
2631911,HIST1H4A,TADA2A
2631912,HIST1H4A,NAA40
2631913,HIST1H4A,WDR3
2631914,HIST1H4A,HMGA1
2631915,HIST1H4A,RPL23A
2631916,HIST1H4A,SPCS2
2631918,HIST1H4A,PC
2631919,HIST1H4A,CKAP4
2631920,HIST1H4A,TMEM214
2631921,HIST1H4A,TOP3A
2631922,HIST1H4A,NPM3
2631923,HIST1H4A,RPS10
2631924,HIST1H4A,RPL31
2631925,HIST1H4A,GAR1
2631927,HIST1H4A,SMARCA4
2631928,HIST1H4A,NTHL1
2631929,HIST1H4A,POLR2I
2631930,HIST1H4A,CSTF2
2631931,HIST1H4A,HIST1H1B
2631932,HIST1H4A,FBXL6
2631933,HIST1H4A,RCC2
2631934,HIST1H4A,SAFB2
2631935,HIST1H4A,C17ORF96
2631936,HIST1H4A,THRAP3
2631937,HIST1H4A,RSL1D1
2631939,HIST1H4A,SF3A2
2631940,HIST1H4A,SUMO3
2631941,HIST1H4A,IK
2631942,HIST1H4A,PHF3
2631944,HIST1H4A,FAM208A
2631945,HIST1H4A,CDC40
2631947,HIST1H4A,MAGT1
2631948,HIST1H4A,PCBP1
2631950,HIST1H4A,TBL1XR1
2631952,HIST1H4A,RUVBL2
2631953,HIST1H4A,MATR3
2631954,HIST1H4A,H1FX
2631955,HIST1H4A,PRC1
2631956,HIST1H4A,SF3A3
2631957,HIST1H4A,ZNF318
2631958,HIST1H4A,SRSF3
2631959,HIST1H4A,LAS1L
2631960,HIST1H4A,MBD1
2631961,HIST1H4A,MAFG
2631962,HIST1H4A,TFAM
2631963,HIST1H4A,ITPR3
2631964,HIST1H4A,RPS8
2631965,HIST1H4A,FIP1L1
2631967,HIST1H4A,FLYWCH1
2631968,HIST1H4A,RPL23
2631969,HIST1H4A,NUP62
2631970,HIST1H4A,NDUFS8
2631971,HIST1H4A,RUVBL1
2631973,HIST1H4A,SUN2
2631974,HIST1H4A,POLR1E
2631975,HIST1H4A,SETD2
2631976,HIST1H4A,HMGN1
2631977,HIST1H4A,RPL38
2631978,HIST1H4A,RAVER1
2631979,HIST1H4A,ZNF512B
2631981,HIST1H4A,PKP3
2631982,HIST1H4A,WDR43
2631983,HIST1H4A,SYF2
2631984,HIST1H4A,UTP18
2631986,HIST1H4A,RPS3A
2631987,HIST1H4A,PRPF4
2631988,HIST1H4A,C12ORF43
2631990,HIST1H4A,PPIH
2631992,HIST1H4A,PAF1
2631993,HIST1H4A,RNPS1
2631996,HIST1H4A,SNRPD1
2631997,HIST1H4A,ZC3H11A
2631998,HIST1H4A,GOSR1
2631999,HIST1H4A,ENY2
2632000,HIST1H4A,EXOSC3
2632001,HIST1H4A,RPS4X
2632002,HIST1H4A,THOC2
2632003,HIST1H4A,PNN
2632005,HIST1H4A,COIL
2632006,HIST1H4A,SNRNP200
2632008,HIST1H4A,HCFC2
2632009,HIST1H4A,WTAP
2632010,HIST1H4A,RBM3
2632011,HIST1H4A,SF3B3
2632012,HIST1H4A,ATR
2632014,HIST1H4A,CBX5
2632016,HIST1H4A,CXXC5
2632020,HIST1H4A,AHCTF1
2632022,HIST1H4A,HMGN2
2632023,HIST1H4A,CIRH1A
2632024,HIST1H4A,DDX17
2632025,HIST1H4A,EXO1
2632026,HIST1H4A,RMI1
2632027,HIST1H4A,SPATA5L1
2632028,HIST1H4A,DHX8
2632030,HIST1H4A,H1F0
2632032,HIST1H4A,DLGAP5
2632033,HIST1H4A,RPS25
2632036,HIST1H4A,ELOVL1
2632039,HIST1H4A,NGDN
2632040,HIST1H4A,FAM60A
2632041,HIST1H4A,RPL18
2632042,HIST1H4A,MAFK
2632044,HIST1H4A,CDC73
2632046,HIST1H4A,NOL11
2632047,HIST1H4A,SPATA5
2632049,HIST1H4A,DDX50
2632050,HIST1H4A,TMA16
2632051,HIST1H4A,WDR18
2632052,HIST1H4A,SRSF2
2632053,HIST1H4A,CXORF56
2632054,HIST1H4A,NAPSA
2632056,HIST1H4A,CLASRP
2632058,HIST1H4A,TAF15
2632059,HIST1H4A,CMAS
2632060,HIST1H4A,TMEM237
2632061,HIST1H4A,SNRPF
2632062,HIST1H4A,LSM2
2632063,HIST1H4A,NOP10
2632064,HIST1H4A,SUMO1
2632065,HIST1H4A,SRSF10
2632066,HIST1H4A,CEBPZ
2632067,HIST1H4A,INIP
2632068,HIST1H4A,SURF6
2632069,HIST1H4A,TUBB8
2632070,HIST1H4A,YAF2
2632071,HIST1H4A,SPEN
2632072,HIST1H4A,RPL7A
2632073,HIST1H4A,KDM2A
2632075,HIST1H4A,KNOP1
2632076,HIST1H4A,ACTL6A
2632077,HIST1H4A,DDX18
2632081,HIST1H4A,SEH1L
2632082,HIST1H4A,KHDRBS1
2632083,HIST1H4A,KPNA2
2632084,HIST1H4A,EMD
2632085,HIST1H4A,RPL10
2632088,HIST1H4A,FMR1
2632089,HIST1H4A,NUP214
2632090,HIST1H4A,DDX51
2632092,HIST1H4A,THOC6
2632093,HIST1H4A,JRKL
2632094,HIST1H4A,FBXO28
2632097,HIST1H4A,RBM27
2632098,HIST1H4A,NCL
2632099,HIST1H4A,NKRF
2632100,HIST1H4A,NFE2L2
2632101,HIST1H4A,ESCO1
2632103,HIST1H4A,ILVBL
2632105,HIST1H4A,HNRNPU
2632106,HIST1H4A,RGPD3
2632107,HIST1H4A,MPHOSPH8
2632108,HIST1H4A,FOSL1
2632110,HIST1H4A,TIGD5
2632112,HIST1H4A,BCAS2
2632113,HIST1H4A,HNRNPH3
2632114,HIST1H4A,NUP188
2632115,HIST1H4A,ZFC3H1
2632116,HIST1H4A,RPL32
2632117,HIST1H4A,THOC5
2632118,HIST1H4A,SNRPC
2632119,HIST1H4A,ZC3H8
2632120,HIST1H4A,PPHLN1
2632121,HIST1H4A,RPL8
2632122,HIST1H4A,CCNB2
2632123,HIST1H4A,GTPBP4
2632124,HIST1H4A,NCBP2
2632125,HIST1H4A,WDR36
2632126,HIST1H4A,TAF10
2632128,HIST1H4A,HNRNPL
2632129,HIST1H4A,RPL14
2632130,HIST1H4A,KMT2B
2632131,HIST1H4A,BAG2
2632132,HIST1H4A,POLR2D
2632133,HIST1H4A,ZNF740
2632134,HIST1H4A,BLM
2632135,HIST1H4A,NHP2
2632136,HIST1H4A,ING1
2632139,HIST1H4A,SNRNP70
2632141,HIST1H4A,RPS2
2632142,HIST1H4A,RSL24D1
2632143,HIST1H4A,THOC1
2632145,HIST1H4A,EBNA1BP2
2632146,HIST1H4A,DHX33
2632148,HIST1H4A,RPS23
2632149,HIST1H4A,SKIV2L2
2632150,HIST1H4A,UBP1
2632151,HIST1H4A,RPS17
2632152,HIST1H4A,DDX3X
2632153,HIST1H4A,MTDH
2632154,HIST1H4A,TRIM27
2632155,HIST1H4A,TBL2
2632156,HIST1H4A,RPP38
2632158,HIST1H4A,HSPA9
2632159,HIST1H4A,RBM14
2632160,HIST1H4A,TUBA1A
2632163,HIST1H4A,NOL7
2632164,HIST1H4A,ESYT2
2632165,HIST1H4A,MEN1
2632166,HIST1H4A,LBR
2632168,HIST1H4A,CCDC12
2632169,HIST1H4A,KPNB1
2632171,HIST1H4A,PPIG
2632172,HIST1H4A,RBM28
2632173,HIST1H4A,HIST1H1T
2632174,HIST1H4A,RAE1
2632175,HIST1H4A,EXOSC1
2632176,HIST1H4A,SNRPA1
2632178,HIST1H4A,ZCCHC7
2632179,HIST1H4A,SS18L2
2632180,HIST1H4A,RPL28
2632181,HIST1H4A,THOC3
2632182,HIST1H4A,RPL36
2632183,HIST1H4A,ZNF638
2632184,HIST1H4A,CDCA2
2632185,HIST1H4A,TEAD3
2632186,HIST1H4A,ACTB
2632188,HIST1H4A,RRP1B
2632189,HIST1H4A,TMEM41B
2632190,HIST1H4A,KIF23
2632192,HIST1H4A,EXOSC4
2632193,HIST1H4A,NIP7
2632194,HIST1H4A,ZC3HAV1
2632195,HIST1H4A,RPL11
2632196,HIST1H4A,IWS1
2632198,HIST1H4A,TCERG1
2632199,HIST1H4A,RPL10A
2632200,HIST1H4A,DHX15
2632202,HIST1H4A,USP36
2632203,HIST1H4A,SEC22B
2632204,HIST1H4A,PPP1R10
2632205,HIST1H4A,KDM2B
2632206,HIST1H4A,ACTA1
2632207,HIST1H4A,SRBD1
2632208,HIST1H4A,HMGN4
2632209,HIST1H4A,RPL4
2632210,HIST1H4A,TPX2
2632212,HIST1H4A,RPL12
2632214,HIST1H4A,RPL5
2632215,HIST1H4A,BBX
2632216,HIST1H4A,RPL13A
2632217,HIST1H4A,MKI67
2632218,HIST1H4A,HSPD1
2632219,HIST1H4A,NIFK
2632220,HIST1H4A,EWSR1
2632221,HIST1H4A,RPL13
2632222,HIST1H4A,HIST1H1E
2632224,HIST1H4A,POLR2E
2632225,HIST1H4A,NUP88
2632227,HIST1H4A,EIF6
2632228,HIST1H4A,FRG1
2632229,HIST1H4A,RECQL5
2632230,HIST1H4A,ZC3H13
2632231,HIST1H4A,POLR2B
2632233,HIST1H4A,POLB
2632234,HIST1H4A,NOC2L
2632236,HIST1H4A,SNRPD2
2632237,HIST1H4A,ANXA2
2632238,HIST1H4A,RPL27A
2632239,HIST1H4A,RPL3
2632240,HIST1H4A,NOL9
2632241,HIST1H4A,HDGFRP2
2632245,HIST1H4A,DDX5
2632246,HIST1H4A,YLPM1
2632247,HIST1H4A,SAMD4A
2632249,HIST1H4A,FUS
2632250,HIST1H4A,TBL3
2632252,HIST1H4A,DNMT1
2632253,HIST1H4A,PAX6
2632254,HIST1H4A,MGA
2632255,HIST1H4A,MECOM
2632256,HIST1H4A,BANP
2632258,HIST1H4A,HCFC1
2632259,HIST1H4A,ZFP64
2632261,HIST1H4A,KLF4
2632262,HIST1H4A,FADS1
2632263,HIST1H4A,ATAD3A
2632264,HIST1H4A,TINF2
2632268,HIST1H4A,MAZ
2632269,HIST1H4A,MAX
2632270,HIST1H4A,BCORL1
2632271,HIST1H4A,MXI1
2632273,HIST1H4A,NUSAP1
2632275,HIST1H4A,TOP2B
2632276,HIST1H4A,HMGN3
2632277,HIST1H4A,NOP2
2632278,HIST1H4A,MECP2
2632279,HIST1H4A,NOLC1
2632280,HIST1H4A,TCOF1
2632281,HIST1H4A,HELLS
2632282,HIST1H4A,XRCC1
2632283,HIST1H4A,APTX
2632284,HIST1H4A,UBTF
2632286,HIST1H4A,BCLAF1
2632287,HIST1H4A,TOR1AIP1
2632288,HIST1H4A,BARD1
2632289,HIST1H4A,BRCA1
2632291,HIST1H4A,ORC1
2632292,HIST1H4A,ORC2
2632294,HIST1H4A,RAD18
2632295,HIST1H4A,RNF168
2632791,TIA1,SNRNP70
2633180,UBR7,HIST1H4A
2633607,APEX1,MECOM
2634602,LUCAT1,HIST1H4A
2634680,MAPT,HIST1H4A
2634998,RARA,SNRNP70
2635884,OASL,SNRNP70
2637260,VMP1,PPP1CC
2638154,P2RY6,PPP1CC
2638473,SNRNP70,ABCF1
2638475,SNRNP70,ADAR
2638476,SNRNP70,SLC25A6
2638477,SNRNP70,ASPH
2638478,SNRNP70,BYSL
2638479,SNRNP70,C1QBP
2638480,SNRNP70,MRPL49
2638481,SNRNP70,CALM1
2638482,SNRNP70,CALU
2638483,SNRNP70,CCNT1
2638484,SNRNP70,CCNT2
2638485,SNRNP70,CDK1
2638486,SNRNP70,CDK11B
2638488,SNRNP70,CDK9
2638489,SNRNP70,CIRBP
2638491,SNRNP70,COPA
2638493,SNRNP70,CSNK2A2
2638494,SNRNP70,CSNK2B
2638495,SNRNP70,CSTF1
2638496,SNRNP70,CSTF2
2638497,SNRNP70,CSTF3
2638498,SNRNP70,DBN1
2638499,SNRNP70,DBT
2638500,SNRNP70,DDB1
2638501,SNRNP70,DDX1
2638502,SNRNP70,DDX3X
2638503,SNRNP70,DDX5
2638504,SNRNP70,DDX6
2638505,SNRNP70,DHX8
2638507,SNRNP70,DHX15
2638508,SNRNP70,DECR1
2638510,SNRNP70,EIF2S1
2638511,SNRNP70,EIF2S3
2638512,SNRNP70,EIF4G1
2638513,SNRNP70,ELAVL2
2638515,SNRNP70,ERH
2638516,SNRNP70,FBL
2638517,SNRNP70,FAU
2638518,SNRNP70,FMR1
2638519,SNRNP70,FRG1
2638520,SNRNP70,FUS
2638521,SNRNP70,GCDH
2638522,SNRNP70,GNB2
2638523,SNRNP70,GRSF1
2638524,SNRNP70,GSN
2638525,SNRNP70,MSH6
2638526,SNRNP70,GTF3C1
2638527,SNRNP70,GTF3C2
2638528,SNRNP70,HIST1H1C
2638529,SNRNP70,HDLBP
2638530,SNRNP70,HNRNPA1
2638531,SNRNP70,HNRNPA2B1
2638532,SNRNP70,HNRNPAB
2638533,SNRNP70,HNRNPC
2638534,SNRNP70,HNRNPD
2638535,SNRNP70,HNRNPF
2638537,SNRNP70,HNRNPH2
2638538,SNRNP70,HNRNPH3
2638540,SNRNP70,HNRNPL
2638542,SNRNP70,DNAJA1
2638543,SNRNP70,IGHG1
2638544,SNRNP70,IK
2638547,SNRNP70,EIF6
2638548,SNRNP70,KIF2A
2638549,SNRNP70,KPNA2
2638550,SNRNP70,KRT8
2638551,SNRNP70,KRT18
2638552,SNRNP70,RPSA
2638553,SNRNP70,L1RE1
2638554,SNRNP70,CAPRIN1
2638555,SNRNP70,MAZ
2638556,SNRNP70,MKI67
2638557,SNRNP70,MOV10
2638558,SNRNP70,MSI1
2638559,SNRNP70,MYH9
2638560,SNRNP70,MYH10
2638561,SNRNP70,MYL1
2638562,SNRNP70,MYL6
2638564,SNRNP70,NAP1L1
2638566,SNRNP70,NCL
2638567,SNRNP70,DRG1
2638568,SNRNP70,RPL10A
2638570,SNRNP70,NKTR
2638571,SNRNP70,NME4
2638572,SNRNP70,NOP2
2638574,SNRNP70,NPM1
2638575,SNRNP70,YBX1
2638576,SNRNP70,OAT
2638577,SNRNP70,P4HA1
2638578,SNRNP70,PCBP1
2638579,SNRNP70,PKP2
2638580,SNRNP70,PLOD1
2638581,SNRNP70,PLRG1
2638582,SNRNP70,EXOSC9
2638583,SNRNP70,EXOSC10
2638584,SNRNP70,PNN
2638585,SNRNP70,POLR2L
2638586,SNRNP70,POLRMT
2638587,SNRNP70,PPP1CC
2638588,SNRNP70,EIF2AK2
2638589,SNRNP70,PRPS1
2638590,SNRNP70,PTBP1
2638591,SNRNP70,PURA
2638592,SNRNP70,PURB
2638593,SNRNP70,RBBP6
2638594,SNRNP70,RBM3
2638595,SNRNP70,RBM4
2638596,SNRNP70,RBMS1
2638598,SNRNP70,RFC1
2638599,SNRNP70,RFC2
2638600,SNRNP70,RFC3
2638601,SNRNP70,RFC4
2638602,SNRNP70,RFC5
2638603,SNRNP70,RPL3
2638604,SNRNP70,RPL4
2638605,SNRNP70,RPL5
2638606,SNRNP70,RPL6
2638607,SNRNP70,RPL7
2638608,SNRNP70,RPL7A
2638609,SNRNP70,RPL8
2638610,SNRNP70,RPL9
2638611,SNRNP70,RPL10
2638612,SNRNP70,RPL11
2638613,SNRNP70,RPL12
2638614,SNRNP70,RPL13
2638615,SNRNP70,RPL15
2638616,SNRNP70,RPL17
2638617,SNRNP70,RPL18
2638618,SNRNP70,RPL18A
2638619,SNRNP70,RPL19
2638620,SNRNP70,RPL21
2638621,SNRNP70,RPL22
2638622,SNRNP70,RPL23A
2638623,SNRNP70,MRPL23
2638624,SNRNP70,RPL24
2638626,SNRNP70,RPL27
2638627,SNRNP70,RPL30
2638628,SNRNP70,RPL27A
2638629,SNRNP70,RPL28
2638630,SNRNP70,RPL29
2638631,SNRNP70,RPL31
2638632,SNRNP70,RPL32
2638633,SNRNP70,RPL34
2638634,SNRNP70,RPL35A
2638635,SNRNP70,RPL36AL
2638636,SNRNP70,RPL37
2638637,SNRNP70,RPL37A
2638638,SNRNP70,RPL36A
2638639,SNRNP70,RPLP0
2638640,SNRNP70,RPLP1
2638641,SNRNP70,RPLP2
2638642,SNRNP70,MRPS12
2638643,SNRNP70,RPS2
2638644,SNRNP70,RPS3
2638645,SNRNP70,RPS3A
2638646,SNRNP70,RPS4X
2638647,SNRNP70,RPS5
2638648,SNRNP70,RPS6
2638649,SNRNP70,RPS7
2638650,SNRNP70,RPS8
2638651,SNRNP70,RPS9
2638652,SNRNP70,RPS10
2638653,SNRNP70,RPS11
2638654,SNRNP70,RPS12
2638655,SNRNP70,RPS13
2638656,SNRNP70,RPS14
2638657,SNRNP70,RPS15
2638658,SNRNP70,RPS15A
2638659,SNRNP70,RPS16
2638660,SNRNP70,RPS18
2638661,SNRNP70,RPS19
2638662,SNRNP70,RPS20
2638663,SNRNP70,RPS21
2638664,SNRNP70,RPS23
2638665,SNRNP70,RPS24
2638666,SNRNP70,RPS25
2638667,SNRNP70,RPS26
2638668,SNRNP70,RPS27
2638669,SNRNP70,RPS28
2638670,SNRNP70,RPS29
2638672,SNRNP70,ATXN2
2638673,SNRNP70,SCD
2638675,SNRNP70,SRSF2
2638677,SNRNP70,SRSF4
2638679,SNRNP70,SRSF6
2638681,SNRNP70,SFSWAP
2638696,SNRNP70,SON
2638697,SNRNP70,SPTAN1
2638698,SNRNP70,SPTBN2
2638699,SNRNP70,SRP9
2638700,SNRNP70,SRP14
2638703,SNRNP70,TROVE2
2638704,SNRNP70,SSB
2638705,SNRNP70,STAU1
2638706,SNRNP70,TCEB3
2638707,SNRNP70,TFAM
2638708,SNRNP70,TIAL1
2638710,SNRNP70,TOP2A
2638711,SNRNP70,TOP2B
2638712,SNRNP70,TPM3
2638714,SNRNP70,ZNF22
2638715,SNRNP70,TRIM25
2638716,SNRNP70,ZKSCAN8
2638717,SNRNP70,CSDE1
2638719,SNRNP70,SLBP
2638720,SNRNP70,DEK
2638722,SNRNP70,NELFE
2638723,SNRNP70,FXR1
2638724,SNRNP70,PABPN1
2638726,SNRNP70,SYMPK
2638727,SNRNP70,USP9X
2638728,SNRNP70,RBM10
2638729,SNRNP70,PIP5K1A
2638730,SNRNP70,CDC42BPA
2638732,SNRNP70,YBX3
2638733,SNRNP70,THOC5
2638734,SNRNP70,PRKRA
2638735,SNRNP70,NOP14
2638736,SNRNP70,RUVBL1
2638737,SNRNP70,RTCA
2638739,SNRNP70,PABPC4
2638740,SNRNP70,SUCLG1
2638741,SNRNP70,CCNK
2638742,SNRNP70,IQGAP1
2638743,SNRNP70,SGPL1
2638744,SNRNP70,DDX18
2638745,SNRNP70,EIF2B4
2638746,SNRNP70,EIF2S2
2638747,SNRNP70,PRPF4B
2638748,SNRNP70,FUBP3
2638749,SNRNP70,H1FX
2638750,SNRNP70,RPL14
2638751,SNRNP70,SART1
2638752,SNRNP70,DNAJA3
2638753,SNRNP70,USP10
2638754,SNRNP70,PRPF4
2638756,SNRNP70,ARHGEF2
2638757,SNRNP70,BUB3
2638759,SNRNP70,LRRFIP2
2638761,SNRNP70,GTF3C5
2638762,SNRNP70,GTF3C4
2638763,SNRNP70,GTF3C3
2638765,SNRNP70,RPL23
2638766,SNRNP70,PPIG
2638768,SNRNP70,SNRNP40
2638769,SNRNP70,DDX23
2638770,SNRNP70,QKI
2638771,SNRNP70,FXR2
2638772,SNRNP70,TECR
2638773,SNRNP70,MRPL33
2638776,SNRNP70,WTAP
2638777,SNRNP70,SAFB2
2638778,SNRNP70,EIF5B
2638779,SNRNP70,PUM1
2638780,SNRNP70,AQR
2638784,SNRNP70,BMS1
2638785,SNRNP70,MRPL19
2638786,SNRNP70,CEP170
2638787,SNRNP70,ZC3H11A
2638788,SNRNP70,G3BP2
2638789,SNRNP70,RBM8A
2638792,SNRNP70,DNAJB6
